"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"24760","QB","Sean","Renfree","-0.4","1","4800","TB@ATL","ATL","TB","","","",""
"12553","D","Carolina","Panthers","10.2","6","4800","IND@CAR","CAR","IND","","","",""
"10354","RB","Marcel","Reece","7.5","6","4800","NYJ@OAK","OAK","NYJ","","","",""
"29003","RB","Ka'Deem","Carey","0","3","4800","MIN@CHI","CHI","MIN","","","",""
"31798","QB","Bryce","Petty","0","0","4800","NYJ@OAK","NYJ","OAK","","","",""
"10647","K","Matt","Bryant","7.4","7","4800","TB@ATL","ATL","TB","","","",""
"22187","QB","Chandler","Harnish","0","0","4800","ARI@CLE","ARI","CLE","","","",""
"29915","QB","Brett","Hundley","0","0","4800","GB@DEN","GB","DEN","","","",""
"26094","WR","Brandon","Coleman","3.5","7","4800","NYG@NO","NO","NYG","","","",""
"12525","D","Atlanta","Falcons","7.9","7","4800","TB@ATL","ATL","TB","","","",""
"12533","D","Green Bay","Packers","10.5","6","4800","GB@DEN","GB","DEN","","","",""
"6668","K","Adam","Vinatieri","5","7","4800","IND@CAR","IND","CAR","","","",""
"6664","TE","Jacob","Tamme","6.3","6","4800","TB@ATL","ATL","TB","","","",""
"6702","K","Phil","Dawson","6.6","7","4800","SF@STL","SF","STL","","","",""
"11615","QB","Joe","Webb","0","6","4800","IND@CAR","CAR","IND","","","",""
"28131","WR","Keith","Mumphery","2.7","7","4800","TEN@HOU","HOU","TEN","","","",""
"28202","RB","Jeremy","Langford","3.3","6","4700","MIN@CHI","CHI","MIN","","","",""
"21972","WR","Brian","Quick","0.5","3","4700","SF@STL","STL","SF","","","",""
"28249","RB","David","Cobb","0","0","4700","TEN@HOU","TEN","HOU","IR","Calf","",""
"6522","K","Josh","Brown","9.7","7","4700","NYG@NO","NYG","NO","","","",""
"10030","WR","Harry","Douglas","3.6","5","4700","TEN@HOU","TEN","HOU","Q","Ribs","",""
"37245","RB","Foswhitt","Whittaker","1.4","6","4700","IND@CAR","CAR","IND","","","",""
"28486","WR","Corey (Philly)","Brown","4.6","6","4700","IND@CAR","CAR","IND","","","",""
"28502","WR","Devin","Smith","2.3","4","4700","NYJ@OAK","NYJ","OAK","","","",""
"22762","WR","Chris","Owusu","3.7","3","4700","NYJ@OAK","NYJ","OAK","","","",""
"12556","D","Houston","Texans","4.3","7","4700","TEN@HOU","HOU","TEN","","","",""
"39445","WR","Brice","Butler","3.1","4","4700","SEA@DAL","DAL","SEA","","","",""
"22336","WR","Josh","Bellamy","2.9","6","4700","MIN@CHI","CHI","MIN","","","",""
"39492","TE","Josh","Hill","2.2","7","4700","NYG@NO","NO","NYG","","","",""
"9442","WR","Brandon","Tate","2","6","4700","CIN@PIT","CIN","PIT","","","",""
"10744","K","Graham","Gano","8.5","6","4700","IND@CAR","CAR","IND","","","",""
"6682","TE","Owen","Daniels","4.6","6","4700","GB@DEN","DEN","GB","","","",""
"12540","D","Minnesota","Vikings","8.5","6","4700","MIN@CHI","MIN","CHI","","","",""
"12528","D","Cincinnati","Bengals","7","6","4700","CIN@PIT","CIN","PIT","","","",""
"12531","D","Denver","Broncos","17","6","4700","GB@DEN","DEN","GB","","","",""
"7788","WR","Louis","Murphy","4.1","6","4700","TB@ATL","TB","ATL","IR","Knee","",""
"14369","RB","Jordan","Todman","0.2","7","4700","CIN@PIT","PIT","CIN","","","",""
"22048","RB","Robert","Turbin","3.8","2","4700","ARI@CLE","CLE","ARI","","","",""
"6636","K","Mike","Nugent","7.3","6","4600","CIN@PIT","CIN","PIT","","","",""
"6642","K","Nick","Folk","9.3","6","4600","NYJ@OAK","NYJ","OAK","","","",""
"22958","RB","Bobby","Rainey","0.7","6","4600","TB@ATL","TB","ATL","","","",""
"15176","K","Kai","Forbath","4","2","4600","NYG@NO","NO","NYG","","","",""
"28346","TE","Maxx","Williams","2.8","6","4600","SD@BAL","BAL","SD","Q","Knee","",""
"34288","WR","Rannell","Hall","0","0","4600","TB@ATL","TB","ATL","","","",""
"14240","TE","Lance","Kendricks","3.6","5","4600","SF@STL","STL","SF","Q","Thumb","",""
"14301","RB","Kendall","Hunter","0","0","4600","SF@STL","SF","STL","","","",""
"47953","WR","Lucky","Whitehead","0.7","5","4600","SEA@DAL","DAL","SEA","","","",""
"14952","K","Dan","Bailey","7.7","6","4600","SEA@DAL","DAL","SEA","","","",""
"38301","TE","Darren","Fells","5.2","6","4600","ARI@CLE","ARI","CLE","D","Shoulder","",""
"32045","TE","Vance","McDonald","1","6","4600","SF@STL","SF","STL","","","",""
"12547","D","Pittsburgh","Steelers","7.9","7","4600","CIN@PIT","PIT","CIN","","","",""
"44351","WR","L.T.","Smith","0","0","4600","IND@CAR","IND","CAR","","","",""
"22228","TE","Chase","Ford","3.9","11","4600","MIN@CHI","MIN","CHI","","","",""
"29827","TE","Joseph","Fauria","2.6","7","4600","ARI@CLE","ARI","CLE","","","",""
"7831","K","Sebastian","Janikowski","8.8","6","4600","NYJ@OAK","OAK","NYJ","","","",""
"30775","WR","Justin","Hunter","4.1","6","4600","TEN@HOU","TEN","HOU","","","",""
"6910","K","Robbie","Gould","10.3","6","4600","MIN@CHI","CHI","MIN","","","",""
"11766","TE","Jeff","Cumberland","0.8","5","4600","NYJ@OAK","NYJ","OAK","","","",""
"22108","RB","Vick","Ballard","0","0","4600","IND@CAR","IND","CAR","","","",""
"22109","K","Greg","Zuerlein","6.7","6","4600","SF@STL","STL","SF","","","",""
"11556","TE","Michael","Hoomanawanui","2.2","5","4600","NYG@NO","NO","NYG","","","",""
"28080","WR","Devin","Funchess","1.9","6","4600","IND@CAR","CAR","IND","","","",""
"6688","WR","Jerricho","Cotchery","4.8","4","4600","IND@CAR","CAR","IND","","","",""
"6567","TE","David","Johnson","0","7","4500","SD@BAL","SD","BAL","","","",""
"21984","RB","Isaiah","Pead","-0.8","2","4500","SF@STL","STL","SF","","","",""
"30598","TE","Rory","Anderson","0","0","4500","SF@STL","SF","STL","IR","Ankle","",""
"33037","WR","Kenbrell","Thompkins","2.7","14","4500","NYJ@OAK","NYJ","OAK","","","",""
"34125","WR","Geremy","Davis","0.4","7","4500","NYG@NO","NYG","NO","","","",""
"61247","TE","Joe Don","Duncan","0","0","4500","GB@DEN","DEN","GB","","","",""
"44952","RB","Dri","Archer","0","7","4500","CIN@PIT","PIT","CIN","","","",""
"64104","RB","Terrell","Watson","0","0","4500","CIN@PIT","CIN","PIT","","","",""
"22800","RB","Derrick","Coleman","0.1","5","4500","SEA@DAL","SEA","DAL","","","",""
"41807","RB","Michael","Dyer","0","0","4500","NYJ@OAK","OAK","NYJ","","","",""
"30635","RB","Mike","Davis","1.1","4","4500","SF@STL","SF","STL","","","",""
"34154","WR","Jamarcus","Nelson","-0.7","3","4500","ARI@CLE","ARI","CLE","","","",""
"27199","RB","Marcus","Murphy","0.9","7","4500","NYG@NO","NO","NYG","","","",""
"64014","WR","Avius","Capers","0","0","4500","IND@CAR","CAR","IND","","","",""
"30667","TE","Justice","Cunningham","0","1","4500","SF@STL","STL","SF","","","",""
"22849","TE","Cory","Harkey","0.3","6","4500","SF@STL","STL","SF","","","",""
"30709","WR","Bruce","Ellington","1.6","4","4500","SF@STL","SF","STL","","","",""
"6597","TE","Craig","Stevens","1.1","6","4500","TEN@HOU","TEN","HOU","","","",""
"33137","WR","Justin","Hardy","0","0","4500","TB@ATL","ATL","TB","","","",""
"6595","TE","Matt","Spaeth","0","6","4500","CIN@PIT","PIT","CIN","","","",""
"6622","WR","Eric","Weems","0","7","4500","TB@ATL","ATL","TB","","","",""
"64045","WR","Trent","Steelman","0","0","4500","SD@BAL","BAL","SD","","","",""
"32632","WR","Bradley","Marquez","0","6","4500","SF@STL","STL","SF","","","",""
"64046","WR","Ed","Williams","0","0","4500","GB@DEN","GB","DEN","","","",""
"15178","RB","Chase","Reynolds","0","3","4500","SF@STL","STL","SF","","","",""
"27378","RB","Trey","Millard","0","0","4500","SF@STL","SF","STL","","","",""
"14268","RB","Stevan","Ridley","8.3","6","4500","NYJ@OAK","NYJ","OAK","NA","Knee","",""
"29540","RB","Terron","Ward","2.8","7","4500","TB@ATL","ATL","TB","","","",""
"22938","WR","Rod","Streater","1.3","1","4500","NYJ@OAK","OAK","NYJ","","","",""
"27338","RB","Rex","Burkhead","0.9","6","4500","CIN@PIT","CIN","PIT","","","",""
"14253","WR","Greg","Little","1.9","6","4500","CIN@PIT","CIN","PIT","","","",""
"33232","RB","Dominique","Brown","0","0","4500","CIN@PIT","PIT","CIN","","","",""
"23023","TE","Cooper","Helfet","0","7","4500","SEA@DAL","SEA","DAL","","","",""
"14302","WR","Kris","Durham","2.1","4","4500","NYJ@OAK","OAK","NYJ","","","",""
"14274","TE","Rob","Housler","0.2","6","4500","ARI@CLE","CLE","ARI","Q","Hamstring","",""
"14277","WR","Vincent","Brown","2.5","7","4500","IND@CAR","IND","CAR","","","",""
"15121","WR","Chris","Matthews","1.1","7","4500","SEA@DAL","SEA","DAL","","","",""
"64160","WR","Arthur","Williams","0","0","4500","NYJ@OAK","NYJ","OAK","","","",""
"14304","TE","Luke","Stocker","0.9","4","4500","TB@ATL","TB","ATL","","","",""
"26199","WR","Jarrod","West","0","0","4500","CIN@PIT","PIT","CIN","","","",""
"27269","RB","Braylon","Heard","0","0","4500","CIN@PIT","PIT","CIN","","","",""
"54782","TE","Cameron","Brate","0.6","4","4500","TB@ATL","TB","ATL","","","",""
"25561","WR","Michael","Campanaro","3.4","4","4500","SD@BAL","BAL","SD","IR","Back","",""
"30385","WR","Marlon","Brown","2.4","7","4500","SD@BAL","BAL","SD","","","",""
"26498","WR","Stedman","Bailey","4.7","6","4500","SF@STL","STL","SF","","","",""
"31329","WR","Russell","Shepard","0.4","3","4500","TB@ATL","TB","ATL","Q","Hamstring","",""
"15006","RB","Shaun","Draughn","0.4","5","4500","ARI@CLE","CLE","ARI","","","",""
"30414","WR","Michael","Bennett","0","0","4500","CIN@PIT","CIN","PIT","","","",""
"39411","TE","Gavin","Escobar","1.4","6","4500","SEA@DAL","DAL","SEA","","","",""
"27445","WR","Jalen","Saunders","-0.1","9","4500","MIN@CHI","CHI","MIN","","","",""
"31241","WR","Sammie","Coates","0.3","5","4500","CIN@PIT","PIT","CIN","","","",""
"15032","RB","Henry","Hynoski","0.1","16","4500","NYG@NO","NYG","NO","","","",""
"27403","TE","Blake","Bell","0.5","6","4500","SF@STL","SF","STL","","","",""
"28487","TE","Jeff","Heuerman","0","0","4500","GB@DEN","DEN","GB","IR","Knee","",""
"54663","WR","Seantavius","Jones","0","1","4500","NYG@NO","NO","NYG","","","",""
"12090","K","Nick","Novak","5.5","4","4500","TEN@HOU","HOU","TEN","","","",""
"44560","TE","Alex","Bayer","0","6","4500","SD@BAL","SD","BAL","","","",""
"54623","WR","Jeff","Janis","1.5","6","4500","GB@DEN","GB","DEN","","","",""
"7244","RB","John","Kuhn","1.8","6","4500","GB@DEN","GB","DEN","","","",""
"30259","WR","Solomon","Patton","0.3","7","4500","GB@DEN","DEN","GB","","","",""
"54607","RB","Terrance","West","0.6","2","4500","TEN@HOU","TEN","HOU","","","",""
"32429","K","Josh","Lambo","8.7","7","4500","SD@BAL","SD","BAL","","","",""
"22754","TE","Garrett","Celek","3.9","7","4500","SF@STL","SF","STL","","","",""
"33007","TE","Blake","Annen","0","5","4500","GB@DEN","GB","DEN","","","",""
"33981","TE","Eric","Frohnapfel","0","0","4500","SD@BAL","SD","BAL","","","",""
"62628","WR","DeAndre","Carter","0","0","4500","NYJ@OAK","OAK","NYJ","","","",""
"62631","RB","Gus","Johnson","0","0","4500","TB@ATL","ATL","TB","","","",""
"32058","K","Chris","Boswell","10.3","3","4500","CIN@PIT","PIT","CIN","","","",""
"14837","WR","Jeremy","Ross","2.6","3","4500","SD@BAL","BAL","SD","","","",""
"25775","TE","Clive","Walford","2.8","6","4500","NYJ@OAK","OAK","NYJ","","","",""
"32000","TE","Luke","Willson","2","6","4500","SEA@DAL","SEA","DAL","","","",""
"14815","WR","Joseph","Morgan","0","2","4500","NYG@NO","NO","NYG","","","",""
"25783","RB","Mike","James","0.3","11","4500","TB@ATL","TB","ATL","","","",""
"11431","TE","Jermaine","Gresham","2.3","7","4500","ARI@CLE","ARI","CLE","","","",""
"38517","RB","Dreamius","Smith","0","0","4500","SD@BAL","SD","BAL","","","",""
"31015","WR","DeAndrew","White","0.9","3","4500","SF@STL","SF","STL","","","",""
"14757","RB","Matt","Asiata","2.2","6","4500","MIN@CHI","MIN","CHI","","","",""
"31036","WR","Kevin","Norwood","0","1","4500","IND@CAR","CAR","IND","","","",""
"27771","WR","Cody","Latimer","0","5","4500","GB@DEN","DEN","GB","","","",""
"39678","TE","E.J.","Bibbs","0","0","4500","ARI@CLE","CLE","ARI","","","",""
"11488","TE","Ed","Dickson","2.6","6","4500","IND@CAR","CAR","IND","","","",""
"22447","WR","Griff","Whalen","1.4","7","4500","IND@CAR","IND","CAR","","","",""
"25607","RB","Josh","Harris","0.3","5","4500","CIN@PIT","PIT","CIN","","","",""
"62510","TE","Nick","Boyle","2.1","7","4500","SD@BAL","BAL","SD","","","",""
"62505","TE","MyCole","Pruitt","0.3","6","4500","MIN@CHI","MIN","CHI","","","",""
"60800","RB","Jarryd","Hayne","0.3","6","4500","SF@STL","SF","STL","","","",""
"31207","TE","C.J.","Uzomah","0","0","4500","CIN@PIT","CIN","PIT","","","",""
"29994","K","Travis","Coons","8.3","7","4500","ARI@CLE","CLE","ARI","","","",""
"39428","RB","Kyle","Juszczyk","4.5","7","4500","SD@BAL","BAL","SD","","","",""
"39427","WR","Quinton","Patton","3.6","7","4500","SF@STL","SF","STL","","","",""
"6951","TE","James","Casey","0","3","4500","GB@DEN","DEN","GB","","","",""
"25654","RB","Tommy","Bohanon","0.8","6","4500","NYJ@OAK","NYJ","OAK","","","",""
"14683","RB","Patrick","DiMarco","0.9","7","4500","TB@ATL","ATL","TB","","","",""
"39512","RB","Kendall","Gaskins","0","0","4500","SF@STL","SF","STL","","","",""
"14629","WR","Ricardo","Lockette","2","7","4500","SEA@DAL","SEA","DAL","","","",""
"32234","RB","Malcolm","Brown","0","0","4500","SF@STL","STL","SF","","","",""
"24589","WR","Jaron","Brown","1.9","7","4500","ARI@CLE","ARI","CLE","","","",""
"44361","RB","Jawon","Chisholm","0","0","4500","CIN@PIT","PIT","CIN","","","",""
"7001","TE","Kellen","Davis","0","6","4500","NYJ@OAK","NYJ","OAK","","","",""
"14649","TE","Kyle","Miller","0","2","4500","SD@BAL","SD","BAL","","","",""
"41398","WR","Mario","Alford","0","0","4500","CIN@PIT","CIN","PIT","","","",""
"62538","WR","Cameron","Meredith","2.7","5","4500","MIN@CHI","CHI","MIN","","","",""
"39539","TE","Brian","Leonhardt","1","12","4500","ARI@CLE","CLE","ARI","","","",""
"27878","RB","Mark","Weisman","0","0","4500","CIN@PIT","CIN","PIT","","","",""
"28936","WR","Kenzel","Doe","0","0","4500","CIN@PIT","PIT","CIN","","","",""
"11648","TE","Jim","Dray","0.7","7","4500","ARI@CLE","CLE","ARI","","","",""
"25052","RB","Zach","Laskey","0","0","4500","SF@STL","STL","SF","","","",""
"27908","TE","C.J.","Fiedorowicz","2.1","7","4500","TEN@HOU","HOU","TEN","","","",""
"11671","RB","Erik","Lorig","1.2","10","4500","NYG@NO","NO","NYG","","","",""
"63858","WR","AJ","Cruz","0","0","4500","MIN@CHI","CHI","MIN","","","",""
"44163","WR","James","Butler","0","0","4500","GB@DEN","GB","DEN","","","",""
"22235","RB","Jeremy","Stewart","0.6","6","4500","GB@DEN","DEN","GB","","","",""
"23055","TE","Brandon","Bostick","0.6","13","4500","ARI@CLE","ARI","CLE","","","",""
"26038","TE","Tyler","Kroft","0","6","4500","CIN@PIT","CIN","PIT","","","",""
"6828","RB","Tim","Hightower","0","0","4500","NYG@NO","NO","NYG","","","",""
"39859","TE","Jack","Doyle","1","7","4500","IND@CAR","IND","CAR","","","",""
"23076","RB","Jorvorskie","Lane","0","6","4500","TB@ATL","TB","ATL","","","",""
"6823","TE","John","Phillips","1.9","7","4500","SD@BAL","SD","BAL","","","",""
"11718","WR","David","Nelson","1.8","6","4500","CIN@PIT","PIT","CIN","IR","Undisclosed","",""
"6868","TE","Daniel","Fells","4.5","2","4500","NYG@NO","NYG","NO","IR","Ankle","",""
"6904","WR","Devin","Hester","5.9","16","4500","TB@ATL","ATL","TB","IR","Toe","",""
"22181","TE","David","Paulson","0","0","4500","SD@BAL","SD","BAL","","","",""
"22185","RB","Brad","Smelley","0","0","4500","SF@STL","STL","SF","","","",""
"25011","WR","Darren","Waller","0.5","6","4500","SD@BAL","BAL","SD","","","",""
"22198","WR","Brittan","Golden","0","5","4500","ARI@CLE","ARI","CLE","","","",""
"30733","WR","Cordarrelle","Patterson","0.5","6","4500","MIN@CHI","MIN","CHI","","","",""
"59424","TE","Taylor","Sloat","0","0","4500","TB@ATL","TB","ATL","","","",""
"6884","WR","Hakeem","Nicks","5.2","16","4500","TEN@HOU","TEN","HOU","","","",""
"6684","WR","Jacoby","Jones","0","4","4500","SD@BAL","SD","BAL","","","",""
"65926","TE","Anthony","Ezeakunne","0","0","4500","ARI@CLE","CLE","ARI","","","",""
"6660","RB","Donald","Brown","0","2","4500","SD@BAL","SD","BAL","","","",""
"12534","D","Tennessee","Titans","7.2","6","4500","TEN@HOU","TEN","HOU","","","",""
"11538","TE","Garrett","Graham","1.6","7","4500","TEN@HOU","HOU","TEN","","","",""
"12530","D","Dallas","Cowboys","4.7","6","4500","SEA@DAL","DAL","SEA","","","",""
"11562","TE","Andrew","Quarless","0.8","3","4500","GB@DEN","GB","DEN","IR","Knee","",""
"65962","TE","Dan","Light","0","0","4500","GB@DEN","DEN","GB","","","",""
"7801","TE","Brandon","Myers","1.5","6","4500","TB@ATL","TB","ATL","","","",""
"22123","TE","James","Hanna","0.6","4","4500","SEA@DAL","DAL","SEA","","","",""
"39716","WR","Adam","Thielen","2.7","6","4500","MIN@CHI","MIN","CHI","","","",""
"14406","RB","Bruce","Miller","2.1","7","4500","SF@STL","SF","STL","","","",""
"29725","TE","Levine","Toilolo","1","7","4500","TB@ATL","ATL","TB","","","",""
"29723","RB","Stepfan","Taylor","0.4","7","4500","ARI@CLE","ARI","CLE","","","",""
"7706","TE","Chase","Coffman","6.2","1","4500","TEN@HOU","TEN","HOU","","","",""
"57348","RB","Glenn","Winston","0","5","4500","ARI@CLE","CLE","ARI","O","","",""
"14394","TE","Virgil","Green","1.9","6","4500","GB@DEN","DEN","GB","","","",""
"7703","WR","Jerome","Simpson","0","0","4500","SF@STL","SF","STL","","","",""
"22042","TE","Evan","Rodriguez","0","1","4500","TB@ATL","TB","ATL","","","",""
"14372","WR","Aldrick","Robinson","0.2","5","4500","SD@BAL","BAL","SD","","","",""
"22034","WR","Chris","Givens","1.6","6","4500","SD@BAL","BAL","SD","","","",""
"10531","WR","Jordan","Norwood","2.3","6","4500","GB@DEN","DEN","GB","","","",""
"11622","WR","Trindon","Holliday","1.7","2","4500","NYJ@OAK","OAK","NYJ","","","",""
"6778","TE","Anthony","Fasano","4.5","6","4500","TEN@HOU","TEN","HOU","","","",""
"14361","TE","Richard","Gordon","0","5","4500","GB@DEN","DEN","GB","","","",""
"33488","TE","Troy","Niklas","0.3","7","4500","ARI@CLE","ARI","CLE","","","",""
"28694","TE","Jesse","James","0","0","4500","CIN@PIT","PIT","CIN","","","",""
"6753","WR","Andre","Caldwell","0.9","6","4500","GB@DEN","DEN","GB","","","",""
"14336","RB","Jacquizz","Rodgers","1.1","5","4500","MIN@CHI","CHI","MIN","IR","Arm","",""
"28145","RB","Taiwan","Jones","0","0","4500","NYJ@OAK","NYJ","OAK","","","",""
"7722","WR","Kevin","Ogletree","1.2","7","4500","NYG@NO","NYG","NO","","","",""
"7718","RB","Cedric","Peerman","0","6","4500","CIN@PIT","CIN","PIT","","","",""
"22065","TE","Rhett","Ellison","0.4","6","4500","MIN@CHI","MIN","CHI","","","",""
"11635","WR","Marc","Mariani","0","6","4500","MIN@CHI","CHI","MIN","","","",""
"6767","K","Ryan","Succop","5","6","4500","TEN@HOU","TEN","HOU","","","",""
"14348","TE","Lee","Smith","1","6","4500","NYJ@OAK","OAK","NYJ","","","",""
"12548","D","San Diego","Chargers","3.3","7","4400","SD@BAL","SD","BAL","","","",""
"12555","D","Baltimore","Ravens","5.9","7","4400","SD@BAL","BAL","SD","","","",""
"12543","D","New York","Giants","9.9","7","4400","NYG@NO","NYG","NO","","","",""
"12527","D","Chicago","Bears","4","6","4200","MIN@CHI","CHI","MIN","","","",""
"12542","D","New Orleans","Saints","6.9","7","4200","NYG@NO","NO","NYG","","","",""
"12529","D","Cleveland","Browns","6","7","4200","ARI@CLE","CLE","ARI","","","",""
"12537","D","Oakland","Raiders","6.5","6","4100","NYJ@OAK","OAK","NYJ","","","",""
"12535","D","Indianapolis","Colts","5.7","7","4100","IND@CAR","IND","CAR","","","",""
"12549","D","San Francisco","49ers","4.6","7","4000","SF@STL","SF","STL","","","",""
"12551","D","Tampa Bay","Buccaneers","7.2","6","4000","TB@ATL","TB","ATL","","","",""